"","city","city_ascii","province_id","province_name","lat","lng","population","density","overall_csi_index","overall_csi_rank","violent_csi_index","violent_csi_rank","nonviolent_csi_index","nonviolent_csi_rank"
"1","Toronto","Toronto","ON","Ontario",43.7417,-79.3733,5429524,4334.4,57.84,168,90.41,95,45.99,196
"2","Montr�al","Montreal","QC","Quebec",45.5089,-73.5617,3519595,3889,67.29,135,92.11,90,58.2,157
"3","Vancouver","Vancouver","BC","British Columbia",49.25,-123.1,2264823,5492.6,104.67,58,99.81,74,106.18,55
"4","Calgary","Calgary","AB","Alberta",51.05,-114.0667,1239220,1501.1,79.96,101,78.26,118,80.38,95
"5","Edmonton","Edmonton","AB","Alberta",53.5344,-113.4903,1062643,1360.9,115.55,40,127.42,43,111,51
"6","Ottawa","Ottawa","ON","Ontario",45.4247,-75.695,989567,334,49.05,197,56.38,194,46.3,192
"7","Mississauga","Mississauga","ON","Ontario",43.6,-79.65,721599,2467.6,NA,NA,NA,NA,NA,NA
"8","Winnipeg","Winnipeg","MB","Manitoba",49.8844,-97.1464,705244,1430,121.94,37,165.04,20,106.15,56
"9","Qu�bec","Quebec City","QC","Quebec",46.8139,-71.2081,705103,1173.2,47.68,205,64.42,155,41.55,221
"10","Hamilton","Hamilton","ON","Ontario",43.2567,-79.8692,693645,480.6,66.03,140,93.53,83,55.98,166
"11","Brampton","Brampton","ON","Ontario",43.6833,-79.7667,593638,2228.7,36.99,261,51.89,220,31.54,275
"12","Surrey","Surrey","BC","British Columbia",49.19,-122.8489,517887,1636.8,95.66,70,92.64,87,96.52,66
"13","Kitchener","Kitchener","ON","Ontario",43.4186,-80.4728,470015,3433.5,74.5,113,84.77,103,70.63,114
"14","Laval","Laval","QC","Quebec",45.5833,-73.75,422993,1710.9,45.43,218,67.81,145,37.26,242
"15","Halifax","Halifax","NS","Nova Scotia",44.6475,-63.5906,403131,73.4,NA,NA,NA,NA,NA,NA
"16","London","London","ON","Ontario",42.9836,-81.2497,383822,913.1,80.99,94,75.55,122,82.76,89
"17","Victoria","Victoria","BC","British Columbia",48.4283,-123.3647,335696,4406.3,168.14,17,155.12,25,172.43,16
"18","Markham","Markham","ON","Ontario",43.8767,-79.2633,328966,1549.2,NA,NA,NA,NA,NA,NA
"19","St. Catharines","St. Catharines","ON","Ontario",43.1833,-79.2333,309319,1384.8,NA,NA,NA,NA,NA,NA
"20","Niagara Falls","Niagara Falls","ON","Ontario",43.06,-79.1067,308596,419.9,58.13,167,56.61,191,58.54,156
"21","Vaughan","Vaughan","ON","Ontario",43.8333,-79.5,306233,1119.4,NA,NA,NA,NA,NA,NA
"22","Gatineau","Gatineau","QC","Quebec",45.4833,-75.65,276245,773.7,54.86,179,76.25,119,47.04,188
"23","Windsor","Windsor","ON","Ontario",42.2833,-83,276165,1484.3,104.98,56,105.6,66,104.51,58
"24","Saskatoon","Saskatoon","SK","Saskatchewan",52.1333,-106.6833,246376,1080,118.33,39,137.53,34,111.15,50
"25","Longueuil","Longueuil","QC","Quebec",45.5333,-73.5167,239700,2002,47.39,208,59.26,180,43.01,212
"26","Burnaby","Burnaby","BC","British Columbia",49.2667,-122.9667,232755,2568.7,76.53,109,60.51,170,82.12,91
"27","Regina","Regina","SK","Saskatchewan",50.4547,-104.6067,215106,1195.2,110.41,47,135.65,36,101.07,60
"28","Richmond","Richmond","BC","British Columbia",49.1667,-123.1333,198309,1534.1,108.41,52,55.4,200,127.22,31
"29","Richmond Hill","Richmond Hill","ON","Ontario",43.8667,-79.4333,195022,1928.8,NA,NA,NA,NA,NA,NA
"30","Oakville","Oakville","ON","Ontario",43.45,-79.6833,193832,1314.2,NA,NA,NA,NA,NA,NA
"31","Burlington","Burlington","ON","Ontario",43.3167,-79.8,183314,946.8,NA,NA,NA,NA,NA,NA
"32","Barrie","Barrie","ON","Ontario",44.3711,-79.6769,172657,1428,52.44,186,59.53,176,49.77,182
"33","Oshawa","Oshawa","ON","Ontario",43.9,-78.85,166000,1027,NA,NA,NA,NA,NA,NA
"34","Sherbrooke","Sherbrooke","QC","Quebec",45.4,-71.9,161323,456,49.53,196,73.75,128,40.7,226
"35","Saguenay","Saguenay","QC","Quebec",48.4167,-71.0667,144746,128.5,44.43,220,62.77,161,37.73,237
"36","L�vis","Levis","QC","Quebec",46.8,-71.1833,143414,319.4,26.77,309,34.64,278,23.88,309
"37","Kelowna","Kelowna","BC","British Columbia",49.8881,-119.4956,142146,601.3,129.93,29,113.92,55,135.38,29
"38","Abbotsford","Abbotsford","BC","British Columbia",49.05,-122.3167,141397,376.5,71.29,121,80.06,111,67.97,122
"39","Coquitlam","Coquitlam","BC","British Columbia",49.2839,-122.7919,139284,1138.9,59,163,50,229,62.09,144
"40","Trois-Rivi�res","Trois-Rivieres","QC","Quebec",46.35,-72.55,134413,1581.2,48.31,200,75.13,123,38.56,233
"41","Guelph","Guelph","ON","Ontario",43.55,-80.25,131794,1511.1,63.06,146,66.23,151,61.77,147
"42","Cambridge","Cambridge","ON","Ontario",43.3972,-80.3114,129920,1149.6,NA,NA,NA,NA,NA,NA
"43","Whitby","Whitby","ON","Ontario",43.8833,-78.9417,128377,876.1,NA,NA,NA,NA,NA,NA
"44","Ajax","Ajax","ON","Ontario",43.8583,-79.0364,119677,1634.2,NA,NA,NA,NA,NA,NA
"45","Langley","Langley","BC","British Columbia",49.1044,-122.5827,117285,380.8,NA,NA,NA,NA,NA,NA
"46","Saanich","Saanich","BC","British Columbia",48.484,-123.381,114148,1099.9,47.08,209,39.27,264,49.78,181
"47","Terrebonne","Terrebonne","QC","Quebec",45.7,-73.6333,111575,687.1,31.85,286,48.41,237,25.82,304
"48","Milton","Milton","ON","Ontario",43.5083,-79.8833,110128,230.11,NA,NA,NA,NA,NA,NA
"49","St. John's","St. John's","NL","Newfoundland and Labrador",47.4817,-52.7971,108860,244.1,64.25,143,83.35,106,57.22,161
"50","Moncton","Moncton","NB","New Brunswick",46.1328,-64.7714,108620,506,NA,NA,NA,NA,NA,NA
"51","Thunder Bay","Thunder Bay","ON","Ontario",48.3822,-89.2461,107909,330.1,98.03,66,159.74,23,75.6,104
"52","Dieppe","Dieppe","NB","New Brunswick",46.0989,-64.7242,107068,469.6,NA,NA,NA,NA,NA,NA
"53","Waterloo","Waterloo","ON","Ontario",43.4667,-80.5167,104986,1520.7,NA,NA,NA,NA,NA,NA
"54","Delta","Delta","BC","British Columbia",49.0847,-123.0586,102238,567.4,57.04,174,46.26,244,60.78,149
"55","Chatham","Chatham","ON","Ontario",42.4229,-82.1324,101647,41.4,79.02,102,60.31,172,85.56,82
"56","Red Deer","Red Deer","AB","Alberta",52.2681,-113.8111,100418,958.8,165.64,18,144.41,31,172.88,15
"57","Kamloops","Kamloops","BC","British Columbia",50.6761,-120.3408,100046,301.7,122.5,36,120.25,50,123.02,35
"58","Brantford","Brantford","ON","Ontario",43.1667,-80.25,97496,1345.9,89.4,81,112.95,57,80.72,94
"59","Cape Breton","Cape Breton","NS","Nova Scotia",46.1389,-60.1931,94285,38.8,NA,NA,NA,NA,NA,NA
"60","Lethbridge","Lethbridge","AB","Alberta",49.6942,-112.8328,92729,759.5,157.05,20,122,46,169.29,18
"61","Saint-Jean-sur-Richelieu","Saint-Jean-sur-Richelieu","QC","Quebec",45.3167,-73.2667,92394,419.7,35.34,266,55.76,198,27.91,289
"62","Clarington","Clarington","ON","Ontario",43.935,-78.6083,92013,138.3,NA,NA,NA,NA,NA,NA
"63","Pickering","Pickering","ON","Ontario",43.8354,-79.089,91771,383.1,NA,NA,NA,NA,NA,NA
"64","Nanaimo","Nanaimo","BC","British Columbia",49.1642,-123.9364,90504,918,111.5,45,98.94,76,115.76,44
"65","Sudbury","Sudbury","ON","Ontario",46.49,-81.01,88054,49.7,NA,NA,NA,NA,NA,NA
"66","North Vancouver","North Vancouver","BC","British Columbia",49.3641,-123.0066,85935,534.6,NA,NA,NA,NA,NA,NA
"67","Brossard","Brossard","QC","Quebec",45.4667,-73.45,85721,1896,NA,NA,NA,NA,NA,NA
"68","Repentigny","Repentigny","QC","Quebec",45.7333,-73.4667,84965,1395.4,27.21,307,38.54,266,23.07,313
"69","Newmarket","Newmarket","ON","Ontario",44.05,-79.4667,84224,2190.5,NA,NA,NA,NA,NA,NA
"70","Chilliwack","Chilliwack","BC","British Columbia",49.1577,-121.9509,83788,320.2,137.92,28,146.9,28,134.36,30
"71","White Rock","White Rock","BC","British Columbia",49.025,-122.8028,82368,3893.1,90.9,79,75.66,121,96.17,68
"72","Maple Ridge","Maple Ridge","BC","British Columbia",49.2167,-122.6,82256,308.3,91.9,77,91.43,92,91.86,73
"73","Peterborough","Peterborough","ON","Ontario",44.3,-78.3167,82094,1261.2,72.86,118,99.3,75,63.18,136
"74","Kawartha Lakes","Kawartha Lakes","ON","Ontario",44.35,-78.75,75423,24.5,70.68,123,70.51,136,70.58,115
"75","Prince George","Prince George","BC","British Columbia",53.9169,-122.7494,74003,232.5,222.91,10,206.13,12,228.41,7
"76","Sault Ste. Marie","Sault Ste. Marie","ON","Ontario",46.5333,-84.35,73368,328.6,118.96,38,115.53,53,119.91,38
"77","Sarnia","Sarnia","ON","Ontario",42.9994,-82.3089,71594,434.3,76.92,107,89.25,96,72.31,110
"78","Wood Buffalo","Wood Buffalo","AB","Alberta",57.6042,-111.3284,71589,1.2,110.3,48,105.23,67,111.87,48
"79","New Westminster","New Westminster","BC","British Columbia",49.2069,-122.9111,70996,4543.4,82.27,93,79.9,112,82.93,86
"80","Ch�teauguay","Chateauguay","QC","Quebec",45.38,-73.75,70812,1278.9,49.76,195,93.23,86,34.01,263
"81","St. J�r�me","Saint-Jerome","QC","Quebec",45.7833,-74,69598,756.3,59.9,157,95.28,81,47.03,189
"82","Drummondville","Drummondville","QC","Quebec",45.8833,-72.4833,68601,1315.4,NA,NA,NA,NA,NA,NA
"83","Saint John","Saint John","NB","New Brunswick",45.2806,-66.0761,67575,213.8,59.87,158,87.55,100,49.77,182
"84","Caledon","Caledon","ON","Ontario",43.8667,-79.8667,66502,96.6,27.58,302,23.09,308,29.13,281
"85","St. Albert","St. Albert","AB","Alberta",53.6303,-113.6258,65589,1353.9,51.15,192,41.01,262,54.67,170
"86","Granby","Granby","QC","Quebec",45.4,-72.7333,63433,415.3,38.73,255,53.18,211,33.45,268
"87","Medicine Hat","Medicine Hat","AB","Alberta",50.0417,-110.6775,63260,564.6,78.78,104,67.6,147,82.61,90
"88","Grande Prairie","Grande Prairie","AB","Alberta",55.1708,-118.7947,63166,475.9,164.94,19,145.62,29,171.51,17
"89","Grande Prairie","Grande Prairie","AB","Alberta",55.1708,-118.7947,63166,475.9,85.75,87,72.93,129,90.16,77
"90","St. Thomas","St. Thomas","ON","Ontario",42.775,-81.1833,61707,1067.3,67.15,136,41.83,256,76.1,103
"91","Airdrie","Airdrie","AB","Alberta",51.2917,-114.0144,61581,728.2,50.35,193,41.25,260,53.5,173
"92","Halton Hills","Halton Hills","ON","Ontario",43.63,-79.95,61161,221.4,22.77,316,26.96,296,21.21,318
"93","Saint-Hyacinthe","Saint-Hyacinthe","QC","Quebec",45.6167,-72.95,59614,294.5,NA,NA,NA,NA,NA,NA
"94","Lac-Brome","Lac-Brome","QC","Quebec",45.2167,-72.5167,58889,27.3,NA,NA,NA,NA,NA,NA
"95","Port Coquitlam","Port Coquitlam","BC","British Columbia",49.2625,-122.7811,58612,2009.4,66.92,138,50.91,224,72.52,108
"96","Fredericton","Fredericton","NB","New Brunswick",45.9636,-66.6431,58220,439.2,95.8,69,93.33,85,96.47,67
"97","Th�r�se-de-Blainville","Blainville","QC","Quebec",45.67,-73.88,56363,1030.9,41.94,236,55.25,201,37.06,247
"98","Aurora","Aurora","ON","Ontario",44,-79.4667,55445,1112.3,NA,NA,NA,NA,NA,NA
"99","Welland","Welland","ON","Ontario",42.9833,-79.2333,52293,645.3,NA,NA,NA,NA,NA,NA
"100","North Bay","North Bay","ON","Ontario",46.3,-79.45,51553,161.6,105.85,55,102.59,70,106.78,53
"101","Beloeil","Beloeil","QC","Quebec",45.5667,-73.2,50796,862.8,NA,NA,NA,NA,NA,NA
"102","Belleville","Belleville","ON","Ontario",44.1667,-77.3833,50716,205.1,71.39,120,74.73,125,70.02,117
"103","Mirabel","Mirabel","QC","Quebec",45.65,-74.0833,50513,104.1,38.05,259,48.89,234,34.07,261
"104","Shawinigan","Shawinigan","QC","Quebec",46.5667,-72.75,50060,68.2,NA,NA,NA,NA,NA,NA
"105","Dollard-des-Ormeaux","Dollard-des-Ormeaux","QC","Quebec",45.4833,-73.8167,49637,3286.7,NA,NA,NA,NA,NA,NA
"106","Brandon","Brandon","MB","Manitoba",49.8483,-99.95,48859,599.1,114.32,43,121.4,49,111.5,49
"107","Rimouski","Rimouski","QC","Quebec",48.45,-68.53,48664,143.3,32.83,282,50.17,228,26.52,301
"108","Cornwall","Cornwall","ON","Ontario",45.0275,-74.74,46589,756.8,103.49,60,137.02,35,91.19,75
"109","Stouffville","Stouffville","ON","Ontario",43.9667,-79.25,45837,222.3,NA,NA,NA,NA,NA,NA
"110","Georgina","Georgina","ON","Ontario",44.3,-79.4333,45418,157.8,NA,NA,NA,NA,NA,NA
"111","Victoriaville","Victoriaville","QC","Quebec",46.05,-71.9667,45309,516.2,NA,NA,NA,NA,NA,NA
"112","Vernon","Vernon","BC","British Columbia",50.267,-119.272,44600,417.7,146.64,24,132.03,41,151.55,22
"113","Duncan","Duncan","BC","British Columbia",48.7787,-123.7079,44451,2387.1,NA,NA,NA,NA,NA,NA
"114","Saint-Eustache","Saint-Eustache","QC","Quebec",45.57,-73.9,44154,634.3,44.05,223,54.1,206,40.33,228
"115","Quinte West","Quinte West","ON","Ontario",44.1833,-77.5667,43577,88.2,56.01,175,69.87,139,50.9,177
"116","Charlottetown","Charlottetown","PE","Prince Edward Island",46.2403,-63.1347,42602,779.7,68.06,129,64.87,153,69.05,119
"117","Mascouche","Mascouche","QC","Quebec",45.75,-73.6,42491,398.4,34.39,274,50.52,226,28.51,285
"118","West Vancouver","West Vancouver","BC","British Columbia",49.3667,-123.1667,42473,486.8,53.58,183,38.95,265,58.72,155
"119","Salaberry-de-Valleyfield","Salaberry-de-Valleyfield","QC","Quebec",45.25,-74.13,42410,395.5,NA,NA,NA,NA,NA,NA
"120","Rouyn-Noranda","Rouyn-Noranda","QC","Quebec",48.2333,-79.0167,42334,7,52.62,185,78.8,115,43.08,211
"121","Timmins","Timmins","ON","Ontario",48.4667,-81.3333,41788,14,147.11,23,177.59,16,135.8,28
"122","Sorel-Tracy","Sorel-Tracy","QC","Quebec",46.0333,-73.1167,41629,241.1,NA,NA,NA,NA,NA,NA
"123","New Tecumseth","New Tecumseth","ON","Ontario",44.0833,-79.75,41439,151.1,NA,NA,NA,NA,NA,NA
"124","Woodstock","Woodstock","ON","Ontario",43.1306,-80.7467,40902,835.3,75.88,110,49.27,232,85.27,83
"125","Boucherville","Boucherville","QC","Quebec",45.6,-73.45,40753,575.5,NA,NA,NA,NA,NA,NA
"126","Mission","Mission","BC","British Columbia",49.1337,-122.3112,38833,170.6,99.62,65,110.3,60,95.55,69
"127","Vaudreuil-Dorion","Vaudreuil-Dorion","QC","Quebec",45.4,-74.0333,38117,524.1,NA,NA,NA,NA,NA,NA
"128","Brant","Brant","ON","Ontario",43.1167,-80.3667,36707,43.5,38.68,257,21.29,313,44.85,200
"129","Lakeshore","Lakeshore","ON","Ontario",42.2399,-82.6511,36611,69,NA,NA,NA,NA,NA,NA
"130","Innisfil","Innisfil","ON","Ontario",44.3,-79.5833,36566,139.2,37.14,260,43.05,253,34.92,253
"131","Prince Albert","Prince Albert","SK","Saskatchewan",53.2,-105.75,35926,534.4,249.28,7,375.26,5,203.38,10
"132","Langford Station","Langford Station","BC","British Columbia",48.4506,-123.5058,35342,885,NA,NA,NA,NA,NA,NA
"133","Bradford West Gwillimbury","Bradford West Gwillimbury","ON","Ontario",44.1333,-79.6333,35325,175.7,NA,NA,NA,NA,NA,NA
"134","Campbell River","Campbell River","BC","British Columbia",50.0244,-125.2475,35138,1143.9,124.54,35,116.36,51,127.19,32
"135","Spruce Grove","Spruce Grove","AB","Alberta",53.545,-113.9008,34066,1057.9,80.68,97,67.78,146,85.13,84
"136","Moose Jaw","Moose Jaw","SK","Saskatchewan",50.3933,-105.5519,33890,710.7,104.28,59,69.76,140,116.44,43
"137","Penticton","Penticton","BC","British Columbia",49.4911,-119.5886,33761,801.8,180.19,14,121.81,47,200.76,11
"138","Port Moody","Port Moody","BC","British Columbia",49.2831,-122.8317,33551,1295.9,39.5,251,32.12,285,42.06,216
"139","Leamington","Leamington","ON","Ontario",42.0667,-82.5833,32991,105.3,NA,NA,NA,NA,NA,NA
"140","East Kelowna","East Kelowna","BC","British Columbia",49.8625,-119.5833,32655,264.4,NA,NA,NA,NA,NA,NA
"141","Côte-Saint-Luc","Cote-Saint-Luc","QC","Quebec",45.4687,-73.6673,32448,4662.5,NA,NA,NA,NA,NA,NA
"142","Val-d’Or","Val-d'Or","QC","Quebec",48.1,-77.7833,31862,9,NA,NA,NA,NA,NA,NA
"143","Owen Sound","Owen Sound","ON","Ontario",44.5667,-80.9333,31820,1311.1,107.11,54,133.16,39,97.48,63
"144","Stratford","Stratford","ON","Ontario",43.3708,-80.9819,31465,1167.5,59.6,161,49.73,230,63.01,138
"145","Stratford","Stratford","ON","Ontario",43.3708,-80.9819,31465,1167.5,27.48,303,23.21,307,28.95,282
"146","Lloydminster","Lloydminster","SK","Saskatchewan",53.2783,-110.005,31410,742.2,201.67,11,151.98,26,219.07,8
"147","Pointe-Claire","Pointe-Claire","QC","Quebec",45.45,-73.8167,31380,1662,NA,NA,NA,NA,NA,NA
"148","Orillia","Orillia","ON","Ontario",44.6,-79.4167,31166,1090.3,97.48,67,151.19,27,77.94,101
"149","Alma","Alma","QC","Quebec",48.55,-71.65,30904,158,NA,NA,NA,NA,NA,NA
"150","Orangeville","Orangeville","ON","Ontario",43.9167,-80.1167,30734,69.3,NA,NA,NA,NA,NA,NA
"151","Fort Erie","Fort Erie","ON","Ontario",42.9167,-79.0167,30710,184.7,NA,NA,NA,NA,NA,NA
"152","LaSalle","LaSalle","ON","Ontario",42.2167,-83.0667,30180,461.8,19.15,323,11.54,324,21.84,317
"153","Sainte-Julie","Sainte-Julie","QC","Quebec",45.5833,-73.3333,30104,607.8,NA,NA,NA,NA,NA,NA
"154","Leduc","Leduc","AB","Alberta",53.2594,-113.5492,29993,706.7,94.35,74,100.26,72,92,72
"155","North Cowichan","North Cowichan","BC","British Columbia",48.8236,-123.7192,29676,147.3,102,62,93.36,84,104.87,57
"156","Chambly","Chambly","QC","Quebec",45.4311,-73.2873,29120,1158.7,NA,NA,NA,NA,NA,NA
"157","Okotoks","Okotoks","AB","Alberta",50.725,-113.975,28881,1471,36.23,264,20.18,315,41.91,217
"158","Okotoks","Okotoks","AB","Alberta",50.725,-113.975,28881,1471,34.6,272,33.49,281,34.92,253
"159","Sept-Îles","Sept-Iles","QC","Quebec",50.2167,-66.3833,28534,16.1,NA,NA,NA,NA,NA,NA
"160","Centre Wellington","Centre Wellington","ON","Ontario",43.7,-80.3667,28191,69.2,NA,NA,NA,NA,NA,NA
"161","Saint-Constant","Saint-Constant","QC","Quebec",45.37,-73.57,27359,478.9,NA,NA,NA,NA,NA,NA
"162","Grimsby","Grimsby","ON","Ontario",43.2,-79.55,27314,396.3,NA,NA,NA,NA,NA,NA
"163","Boisbriand","Boisbriand","QC","Quebec",45.62,-73.83,26884,966.5,NA,NA,NA,NA,NA,NA
"164","Conception Bay South","Conception Bay South","NL","Newfoundland and Labrador",47.5167,-52.9833,26199,443.3,NA,NA,NA,NA,NA,NA
"165","Saint-Bruno-de-Montarville","Saint-Bruno-de-Montarville","QC","Quebec",45.5333,-73.35,26107,603.3,NA,NA,NA,NA,NA,NA
"166","Sainte-Thérèse","Sainte-Therese","QC","Quebec",45.6333,-73.85,26025,2716.1,NA,NA,NA,NA,NA,NA
"167","Cochrane","Cochrane","AB","Alberta",51.189,-114.467,25853,866.7,86.39,85,108.59,61,78.21,100
"168","Cochrane","Cochrane","AB","Alberta",51.189,-114.467,25853,866.7,42.59,230,37.16,270,44.44,203
"169","Thetford Mines","Thetford Mines","QC","Quebec",46.1,-71.3,25709,113.3,47.58,206,72.43,130,38.53,234
"170","Courtenay","Courtenay","BC","British Columbia",49.6878,-124.9944,25599,789.9,127.68,32,101.96,71,136.64,26
"171","Magog","Magog","QC","Quebec",45.2667,-72.15,25358,175.9,39.64,248,44.07,247,37.96,236
"172","Whitehorse","Whitehorse","YT","Yukon",60.7029,-135.0691,25085,60.2,177.32,15,202.35,13,167.9,19
"173","Woolwich","Woolwich","ON","Ontario",43.5667,-80.4833,25006,76.7,NA,NA,NA,NA,NA,NA
"174","Clarence-Rockland","Clarence-Rockland","ON","Ontario",45.4833,-75.2,24512,82.3,NA,NA,NA,NA,NA,NA
"175","Fort Saskatchewan","Fort Saskatchewan","AB","Alberta",53.7128,-113.2133,24149,501.3,80.09,100,71.9,131,82.85,88
"176","East Gwillimbury","East Gwillimbury","ON","Ontario",44.1333,-79.4167,23991,97.9,NA,NA,NA,NA,NA,NA
"177","Lincoln","Lincoln","ON","Ontario",43.13,-79.43,23787,146.1,NA,NA,NA,NA,NA,NA
"178","La Prairie","La Prairie","QC","Quebec",45.42,-73.5,23357,539.7,NA,NA,NA,NA,NA,NA
"179","Tecumseh","Tecumseh","ON","Ontario",42.2431,-82.9256,23229,245.4,30.5,291,22,310,33.48,267
"180","Mount Pearl Park","Mount Pearl Park","NL","Newfoundland and Labrador",47.5189,-52.8058,22957,1456.8,NA,NA,NA,NA,NA,NA
"181","Amherstburg","Amherstburg","ON","Ontario",42.1,-83.0833,21936,118.2,NA,NA,NA,NA,NA,NA
"182","Saint-Lambert","Saint-Lambert","QC","Quebec",45.5,-73.5167,21861,2880.6,NA,NA,NA,NA,NA,NA
"183","Brockville","Brockville","ON","Ontario",44.5833,-75.6833,21854,1167.8,104.85,57,121.41,48,98.65,62
"184","Collingwood","Collingwood","ON","Ontario",44.5,-80.2167,21793,645.1,43.6,226,41.64,257,44.2,204
"185","Scugog","Scugog","ON","Ontario",44.09,-78.936,21617,45.4,NA,NA,NA,NA,NA,NA
"186","Kingsville","Kingsville","ON","Ontario",42.1,-82.7167,21552,87.3,NA,NA,NA,NA,NA,NA
"187","Baie-Comeau","Baie-Comeau","QC","Quebec",49.2167,-68.15,21536,64,NA,NA,NA,NA,NA,NA
"188","Paradise","Paradise","NL","Newfoundland and Labrador",47.5333,-52.8667,21389,731.5,NA,NA,NA,NA,NA,NA
"189","Uxbridge","Uxbridge","ON","Ontario",44.1167,-79.1333,21176,45.6,NA,NA,NA,NA,NA,NA
"190","Essa","Essa","ON","Ontario",44.25,-79.7833,21083,75.3,NA,NA,NA,NA,NA,NA
"191","Candiac","Candiac","QC","Quebec",45.38,-73.52,21047,1215.8,NA,NA,NA,NA,NA,NA
"192","Oro-Medonte","Oro-Medonte","ON","Ontario",44.5667,-79.5833,21036,35.8,NA,NA,NA,NA,NA,NA
"193","Varennes","Varennes","QC","Quebec",45.6833,-73.4333,20994,226.9,NA,NA,NA,NA,NA,NA
"194","Strathroy-Caradoc","Strathroy-Caradoc","ON","Ontario",42.9575,-81.6167,20867,77.1,54.58,180,48.68,235,56.57,164
"195","Wasaga Beach","Wasaga Beach","ON","Ontario",44.5206,-80.0167,20675,352.6,NA,NA,NA,NA,NA,NA
"196","New Glasgow","New Glasgow","NS","Nova Scotia",45.5926,-62.6455,20609,911.6,NA,NA,NA,NA,NA,NA
"197","Wilmot","Wilmot","ON","Ontario",43.4,-80.65,20545,77.9,NA,NA,NA,NA,NA,NA
"198","Essex","Essex","ON","Ontario",42.0833,-82.9,20427,73.5,74.02,116,59.24,181,79.17,97
"199","Fort St. John","Fort St. John","BC","British Columbia",56.2465,-120.8476,20155,820.2,NA,NA,NA,NA,NA,NA
"200","Kirkland","Kirkland","QC","Quebec",45.45,-73.8667,20151,2204.4,NA,NA,NA,NA,NA,NA
"201","L'Assomption","L'Assomption","QC","Quebec",45.8333,-73.4167,20065,202.9,28.37,299,32.65,283,26.76,299
"202","Westmount","Westmount","QC","Quebec",45.4833,-73.6,19931,4952.8,NA,NA,NA,NA,NA,NA
"203","Saint-Lazare","Saint-Lazare","QC","Quebec",45.4,-74.1333,19889,289.6,NA,NA,NA,NA,NA,NA
"204","Chestermere","Chestermere","AB","Alberta",51.05,-113.8225,19887,603.8,43.19,227,40.14,263,44.19,205
"205","Huntsville","Huntsville","ON","Ontario",45.3333,-79.2167,19816,27.9,45.92,215,57.56,187,41.62,220
"206","Corner Brook","Corner Brook","NL","Newfoundland and Labrador",48.9287,-57.926,19806,133.6,53.84,182,73.93,127,46.48,191
"207","Riverview","Riverview","NB","New Brunswick",46.0613,-64.8052,19667,554.8,NA,NA,NA,NA,NA,NA
"208","Lloydminster","Lloydminster","AB","Alberta",53.2807,-110.035,19645,817.3,201.67,11,151.98,26,219.07,8
"209","Joliette Region","Joliette","QC","Quebec",46.0167,-73.45,19621,860.3,44.35,221,59.29,179,38.87,232
"210","Yellowknife","Yellowknife","NT","Northwest Territories",62.4709,-114.4053,19569,185.5,266.53,4,299.12,7,254.18,5
"211","Squamish","Squamish","BC","British Columbia",49.7017,-123.1589,19512,186.1,86.25,86,86.4,101,85.99,81
"212","Mont-Royal","Mont-Royal","QC","Quebec",45.5161,-73.6431,19503,2545.3,NA,NA,NA,NA,NA,NA
"213","Rivière-du-Loup","Riviere-du-Loup","QC","Quebec",47.8333,-69.5333,19447,230.9,NA,NA,NA,NA,NA,NA
"214","Cobourg","Cobourg","ON","Ontario",43.9667,-78.1667,19440,869.3,59.23,162,60.19,173,58.75,154
"215","Cranbrook","Cranbrook","BC","British Columbia",49.5097,-115.7667,19259,604.7,88.49,82,112.39,58,79.68,96
"216","Beaconsfield","Beaconsfield","QC","Quebec",45.4333,-73.8667,19115,1752.6,NA,NA,NA,NA,NA,NA
"217","Springwater","Springwater","ON","Ontario",44.4333,-79.7333,19059,35.5,21.96,320,8.94,325,26.6,300
"218","Dorval","Dorval","QC","Quebec",45.45,-73.75,18980,839.2,NA,NA,NA,NA,NA,NA
"219","Thorold","Thorold","ON","Ontario",43.1167,-79.2,18801,226.5,NA,NA,NA,NA,NA,NA
"220","Camrose","Camrose","AB","Alberta",53.0167,-112.8333,18742,439.8,92.24,75,65.07,152,101.8,59
"221","South Frontenac","South Frontenac","ON","Ontario",44.5081,-76.4939,18646,19.2,28.94,295,36.64,272,26.11,303
"222","Pitt Meadows","Pitt Meadows","BC","British Columbia",49.2333,-122.6833,18573,214.7,60.41,155,53.56,209,62.73,139
"223","Port Colborne","Port Colborne","ON","Ontario",42.8833,-79.25,18306,150.1,NA,NA,NA,NA,NA,NA
"224","Quispamsis","Quispamsis","NB","New Brunswick",45.4322,-65.9462,18245,318.9,NA,NA,NA,NA,NA,NA
"225","Mont-Saint-Hilaire","Mont-Saint-Hilaire","QC","Quebec",45.5622,-73.1917,18200,410.9,NA,NA,NA,NA,NA,NA
"226","Bathurst","Bathurst","NB","New Brunswick",47.62,-65.65,18154,129.3,91.61,78,132.09,40,76.83,102
"227","Saint-Augustin-de-Desmaures","Saint-Augustin-de-Desmaures","QC","Quebec",46.7333,-71.4667,18141,211.5,NA,NA,NA,NA,NA,NA
"228","Oak Bay","Oak Bay","BC","British Columbia",48.4264,-123.3228,18094,1717.7,29.81,293,17.81,320,34.06,262
"229","Sainte-Marthe-sur-le-Lac","Sainte-Marthe-sur-le-Lac","QC","Quebec",45.53,-73.93,18074,2066.7,NA,NA,NA,NA,NA,NA
